ProductID,ProductName,Category,SubCategory,Brand,CostPrice
137,HP Pavilion Laptop,Electronics,Laptop,HP,12113.92
138,Kids T-Shirt,Fashion,Kids,Puma,19575.98
139,Puma T-Shirt,Fashion,Men,Puma,17047.78
140,Adidas Jacket,Fashion,Women,Adidas,6236.16
141,Wireless Headphones,Electronics,Headphones,Sony,44697.46
142,Dining Table,Home,Furniture,Ikea,39501.59
143,Sofa Set,Home,Furniture,Ikea,9629.99
144,Sony Bravia TV,Electronics,TV,Sony,24036.0
145,Sofa Set,Home,Furniture,Ikea,16532.35
146,Kids Shoes,Fashion,Kids,Nike,18874.59
147,Cookware Set,Home,Kitchen,Prestige,41074.73
148,Wall Decor,Home,Decor,Home Centre,31944.48
149,Study Chair,Home,Furniture,Godrej,2862.9
150,HP Pavilion Laptop,Electronics,Laptop,HP,33934.26
151,Sofa Set,Home,Furniture,Ikea,14647.34
152,Men's Hoodie,Fashion,Men,Nike,17279.95
153,Study Chair,Home,Furniture,Godrej,4635.1
154,Dell Inspiron Laptop,Electronics,Laptop,Dell,44340.26
155,Yoga Mat,Sports,Fitness,Cult,9791.87
156,Cookware Set,Home,Kitchen,Prestige,2834.4
157,Study Chair,Home,Furniture,Godrej,37647.57
158,HP Pavilion Laptop,Electronics,Laptop,HP,33713.75
159,iPhone 15,Electronics,Mobile,Apple,30003.02
160,Sofa Set,Home,Furniture,Ikea,11392.28
161,LG Smart TV,Electronics,TV,LG,30174.85
162,Men's Hoodie,Fashion,Men,Nike,
163,iPhone 15,Electronics,Mobile,Apple,48994.4
164,Wall Decor,Home,Decor,Home Centre,1466.52
165,Adidas Jacket,Fashion,Women,Adidas,47282.96
166,Cookware Set,Home,Kitchen,Prestige,40257.27
167,Wireless Headphones,Electronics,Headphones,Sony,7248.13
168,Coffee Table,Home,Decor,Ikea,10889.1
169,Coffee Table,Home,Decor,Ikea,17809.26
170,Kids Shoes,Fashion,Kids,Nike,2685.04
171,Levis Jeans,Fashion,Men,Levis,37756.77
172,LG Smart TV,Electronics,TV,LG,14299.44
173,LG Smart TV,Electronics,TV,LG,26365.15
174,Yoga Mat,Sports,Fitness,Cult,46103.6
175,iPhone 15,Electronics,Mobile,Apple,24300.58
176,Sony Bravia TV,Electronics,TV,Sony,1850.09
177,Cricket Bat,Sports,Cricket,SS,18254.46
178,Kids Shoes,Fashion,Kids,Nike,10111.65
179,Dining Table,Home,Furniture,Ikea,41063.57
180,Study Chair,Home,Furniture,Godrej,48359.9
181,Nike Running Shoes,Fashion,Men,Nike,7541.27
182,Levis Jeans,Fashion,Men,Levis,16349.15
183,Sony Bravia TV,Electronics,TV,Sony,24537.51
184,Kitchen Rack,Home,Kitchen,Prestige,39679.33
185,Wall Decor,Home,Decor,Home Centre,3503.2
186,Wall Decor,Home,Decor,Home Centre,35366.97
187,Study Chair,Home,Furniture,Godrej,7216.58
188,Men's Hoodie,Fashion,Men,Nike,15407.54
189,Wall Decor,Home,Decor,Home Centre,2400.57
190,Men's Hoodie,Fashion,Men,Nike,14316.08
191,Kids T-Shirt,Fashion,Kids,Puma,37727.18
192,Puma T-Shirt,Fashion,Men,Puma,20109.06
193,Wall Decor,Home,Decor,Home Centre,42201.07
194,Football,Sports,Football,Nivia,7635.07
195,Sony Bravia TV,Electronics,TV,Sony,32216.67
196,Tennis Racket,Sports,Fitness,Yonex,18886.64
197,HP Pavilion Laptop,Electronics,Laptop,HP,6394.48
198,Tennis Racket,Sports,Fitness,Yonex,47729.57
199,Yoga Mat,Sports,Fitness,Cult,4795.96
200,Dining Table,Home,Furniture,Ikea,46660.53
201,iPhone 15,Electronics,Mobile,Apple,24445.01
202,Levis Jeans,Fashion,Men,Levis,22032.68
203,Yoga Mat,Sports,Fitness,Cult,21628.72
204,Cricket Bat,Sports,Cricket,SS,34400.09
205,HP Pavilion Laptop,Electronics,Laptop,HP,25629.39
206,Adidas Jacket,Fashion,Women,Adidas,9568.55
207,Men's Hoodie,Fashion,Men,Nike,40551.98
208,Yoga Mat,Sports,Fitness,Cult,49116.56
209,Levis Jeans,Fashion,Men,Levis,31658.02
210,Levis Jeans,Fashion,Men,Levis,19005.13
211,Football,Sports,Football,Nivia,25383.08
212,Puma T-Shirt,Fashion,Men,Puma,18693.15
213,Levis Jeans,Fashion,Men,Levis,3986.42
214,Levis Jeans,Fashion,Men,Levis,3309.47
215,Tennis Racket,Sports,Fitness,Yonex,14484.64
216,Coffee Table,Home,Decor,Ikea,25299.56
217,Levis Jeans,Fashion,Men,Levis,27717.32
218,Kids T-Shirt,Fashion,Kids,Puma,26339.62
219,Levis Jeans,Fashion,Men,Levis,39670.6
220,Dell Inspiron Laptop,Electronics,Laptop,Dell,36920.15
221,Dell Inspiron Laptop,Electronics,Laptop,Dell,4368.91
222,Kids Shoes,Fashion,Kids,Nike,1782.48
223,Kitchen Rack,Home,Kitchen,Prestige,28429.75
224,Sony Bravia TV,Electronics,TV,Sony,18121.48
225,Sofa Set,Home,Furniture,Ikea,866.13
226,HP Pavilion Laptop,Electronics,Laptop,HP,42018.06
227,iPhone 15,Electronics,Mobile,Apple,5587.44
228,Cricket Bat,Sports,Cricket,SS,37717.78
229,Study Chair,Home,Furniture,Godrej,16256.23
230,Galaxy S24,Electronics,Mobile,Samsung,21544.08
231,Dining Table,Home,Furniture,Ikea,475.7
232,HP Pavilion Laptop,Electronics,Laptop,HP,937.66
233,Galaxy S24,Electronics,Mobile,Samsung,7722.26
234,Adidas Jacket,Fashion,Women,Adidas,27048.22
235,Cricket Bat,Sports,Cricket,SS,29065.54
236,Wireless Headphones,Electronics,Headphones,Sony,21385.44
237,Wireless Headphones,Electronics,Headphones,Sony,45741.07
238,OnePlus 13,Electronics,Mobile,OnePlus,19062.29
239,Sony Bravia TV,Electronics,TV,Sony,30154.45
240,Puma T-Shirt,Fashion,Men,Puma,36784.42
241,Men's Hoodie,Fashion,Men,Nike,44395.11
242,Men's Hoodie,Fashion,Men,Nike,11815.26
243,Sofa Set,Home,Furniture,Ikea,13419.64
244,Puma T-Shirt,Fashion,Men,Puma,32958.94
245,Sony Bravia TV,Electronics,TV,Sony,4185.75
246,Football,Sports,Football,Nivia,41857.0
247,Cookware Set,Home,Kitchen,Prestige,8139.2
248,Dumbbell Set,Sports,Fitness,Decathlon,49004.23
249,Yoga Mat,Sports,Fitness,Cult,41807.37
250,Kitchen Rack,Home,Kitchen,Prestige,34633.87
251,Men's Hoodie,Fashion,Men,Nike,16230.87
252,Kids T-Shirt,Fashion,Kids,Puma,45078.53
253,Cricket Bat,Sports,Cricket,SS,25855.54
254,LG Smart TV,Electronics,TV,LG,41203.56
255,Wireless Headphones,Electronics,Headphones,Sony,46197.04
256,Dell Inspiron Laptop,Electronics,Laptop,Dell,12896.88
257,HP Pavilion Laptop,Electronics,Laptop,HP,42527.31
258,Dell Inspiron Laptop,Electronics,Laptop,Dell,22903.32
259,Dumbbell Set,Sports,Fitness,Decathlon,32696.72
260,Yoga Mat,Sports,Fitness,Cult,37519.67
261,Kitchen Rack,Home,Kitchen,Prestige,18184.67
262,Galaxy S24,Electronics,Mobile,Samsung,10224.14
263,Sofa Set,Home,Furniture,Ikea,6150.43
264,Adidas Jacket,Fashion,Women,Adidas,36020.56
265,Dining Table,Home,Furniture,Ikea,48362.0
266,Yoga Mat,Sports,Fitness,Cult,43388.0
267,Cookware Set,Home,Kitchen,Prestige,48605.84
268,Nike Running Shoes,Fashion,Men,Nike,48980.63
269,Nike Running Shoes,Fashion,Men,Nike,33428.3
270,Puma T-Shirt,Fashion,Men,Puma,1530.57
271,Coffee Table,Home,Decor,Ikea,37181.36
272,Wireless Headphones,Electronics,Headphones,Sony,34834.61
273,Kids T-Shirt,Fashion,Kids,Puma,6628.59
274,Sofa Set,Home,Furniture,Ikea,16064.8
275,Wireless Headphones,Electronics,Headphones,Sony,35740.5
276,Women's Kurti,,Women,Biba,43999.61
277,Sofa Set,Home,Furniture,Ikea,29107.93
278,iPhone 15,Electronics,Mobile,Apple,22640.81
279,Adidas Jacket,Fashion,Women,Adidas,46904.17
280,HP Pavilion Laptop,Electronics,Laptop,HP,2177.99
281,Nike Running Shoes,Fashion,Men,Nike,36097.16
282,Nike Running Shoes,Fashion,Men,Nike,36734.66
283,Adidas Jacket,Fashion,Women,Adidas,23342.12
284,iPhone 15,Electronics,Mobile,Apple,11265.5
285,HP Pavilion Laptop,Electronics,Laptop,HP,35573.48
286,Dining Table,Home,Furniture,Ikea,40077.74
287,Dell Inspiron Laptop,Electronics,Laptop,Dell,18886.21
288,Coffee Table,Home,Decor,Ikea,19875.07
289,Galaxy S24,Electronics,Mobile,Samsung,23185.89
290,Kids Shoes,Fashion,Kids,Nike,19003.76
291,Cricket Bat,Sports,Cricket,SS,15939.78
292,Wireless Headphones,Electronics,Headphones,Sony,27623.82
293,Yoga Mat,Sports,Fitness,Cult,44629.19
294,Tennis Racket,Sports,Fitness,Yonex,20978.02
295,Dumbbell Set,Sports,Fitness,Decathlon,22625.52
296,LG Smart TV,Electronics,TV,LG,32548.79
297,Nike Running Shoes,Fashion,Men,Nike,45092.44
298,Coffee Table,Home,Decor,Ikea,7529.22
299,Cookware Set,Home,Kitchen,Prestige,45358.14
300,Sony Bravia TV,Electronics,TV,Sony,23587.08
301,Kids Shoes,Fashion,Kids,Nike,2454.5
302,Football,Sports,Football,Nivia,39487.75
303,Cricket Bat,Sports,Cricket,SS,40177.02
304,Kids Shoes,Fashion,Kids,Nike,48467.87
305,Kids T-Shirt,Fashion,Kids,Puma,6118.71
306,Women's Kurti,Fashion,Women,Biba,3581.65
307,Cookware Set,Home,Kitchen,Prestige,12225.55
308,Sony Bravia TV,Electronics,TV,Sony,20704.91
309,Nike Running Shoes,Fashion,Men,Nike,39034.08
310,Sony Bravia TV,Electronics,TV,Sony,2154.02
311,Nike Running Shoes,Fashion,Men,Nike,25501.4
312,OnePlus 13,Electronics,Mobile,OnePlus,11572.04
313,Adidas Jacket,Fashion,Women,Adidas,27727.96
314,Wireless Headphones,Electronics,Headphones,Sony,19669.18
315,Tennis Racket,Sports,Fitness,Yonex,7042.05
316,Puma T-Shirt,Fashion,Men,Puma,47730.27
317,Yoga Mat,Sports,Fitness,Cult,29679.03
318,iPhone 15,Electronics,Mobile,Apple,12490.66
319,Wireless Headphones,Electronics,Headphones,Sony,46665.11
320,Football,Sports,Football,Nivia,38689.71
321,Cookware Set,Home,Kitchen,Prestige,7183.03
322,Cricket Bat,Sports,Cricket,SS,22575.67
323,LG Smart TV,Electronics,TV,LG,38072.8
324,Women's Kurti,Fashion,Women,Biba,25985.31
325,Kids Shoes,Fashion,Kids,Nike,27050.62
326,Kids Shoes,Fashion,Kids,Nike,
327,Sofa Set,Home,Furniture,Ikea,12591.02
328,Adidas Jacket,Fashion,Women,Adidas,24692.78
329,Dell Inspiron Laptop,Electronics,Laptop,Dell,
330,Sofa Set,Home,Furniture,Ikea,32652.07
331,iPhone 15,Electronics,Mobile,Apple,49480.56
332,Coffee Table,Home,Decor,Ikea,29266.04
333,Cookware Set,Home,Kitchen,Prestige,34686.61
334,Levis Jeans,Fashion,Men,Levis,2678.57
335,LG Smart TV,Electronics,TV,LG,30233.35
336,Men's Hoodie,Fashion,Men,Nike,46862.8
337,Dell Inspiron Laptop,Electronics,Laptop,Dell,40386.82
338,Wireless Headphones,Electronics,Headphones,Sony,35600.91
339,Men's Hoodie,Fashion,Men,Nike,15579.74
340,Men's Hoodie,Fashion,Men,Nike,-2450.1
341,Kids T-Shirt,Fashion,Kids,Puma,24159.66
342,iPhone 15,Electronics,Mobile,Apple,44912.25
343,Levis Jeans,Fashion,Men,Levis,48282.93
344,Cricket Bat,Sports,Cricket,SS,24001.29
345,Puma T-Shirt,Fashion,Men,Puma,26430.52
346,Levis Jeans,Fashion,Men,Levis,40389.98
347,Adidas Jacket,Fashion,Women,Adidas,5116.96
348,Study Chair,Home,Furniture,Godrej,40899.95
349,HP Pavilion Laptop,Electronics,Laptop,HP,35711.59
350,Galaxy S24,Electronics,Mobile,Samsung,36171.89
351,Dumbbell Set,Sports,Fitness,Decathlon,27919.62
352,Tennis Racket,Sports,Fitness,Yonex,13732.35
353,Cookware Set,Home,Kitchen,Prestige,35307.71
354,HP Pavilion Laptop,Electronics,Laptop,HP,16781.04
355,Wireless Headphones,Electronics,Headphones,Sony,1761.41
356,Study Chair,Home,Furniture,Godrej,27380.2
357,Cookware Set,Home,Kitchen,Prestige,35804.13
358,Puma T-Shirt,Fashion,Men,Puma,18699.52
359,Dining Table,Home,Furniture,Ikea,41049.24
360,LG Smart TV,Electronics,TV,LG,49029.48
361,Men's Hoodie,Fashion,Men,Nike,38880.67
362,iPhone 15,Electronics,Mobile,Apple,29523.47
363,Yoga Mat,Sports,Fitness,Cult,46470.49
364,Kids T-Shirt,Fashion,Kids,Puma,34559.82
365,Study Chair,Home,Furniture,Godrej,49649.04
366,Kitchen Rack,Home,Kitchen,Prestige,34554.71
367,Men's Hoodie,Fashion,Men,Nike,9258.53
368,Dell Inspiron Laptop,Electronics,Laptop,Dell,1672.61
369,Kids Shoes,Fashion,Kids,Nike,43283.61
370,HP Pavilion Laptop,Electronics,Laptop,HP,27791.92
371,Cricket Bat,Sports,Cricket,SS,8842.93
372,OnePlus 13,Electronics,Mobile,OnePlus,46195.29
373,OnePlus 13,Electronics,Mobile,OnePlus,15762.32
374,Cricket Bat,Sports,Cricket,SS,10668.53
375,Study Chair,Home,Furniture,Godrej,8216.16
376,Study Chair,Home,Furniture,Godrej,46276.19
377,HP Pavilion Laptop,Electronics,Laptop,HP,49912.16
378,Wireless Headphones,Electronics,Headphones,Sony,10770.73
379,HP Pavilion Laptop,Electronics,Laptop,HP,45693.1
380,Kids Shoes,Fashion,Kids,Nike,6614.3
381,OnePlus 13,Electronics,Mobile,OnePlus,30772.71
382,iPhone 15,Electronics,Mobile,Apple,15962.58
383,Kids T-Shirt,Fashion,Kids,Puma,13088.23
384,iPhone 15,Electronics,Mobile,Apple,23081.98
385,Dumbbell Set,Sports,Fitness,Decathlon,49407.58
386,Sony Bravia TV,Electronics,TV,Sony,18871.03
387,Nike Running Shoes,Fashion,Men,Nike,43359.27
388,Study Chair,Home,Furniture,Godrej,31338.73
389,Kitchen Rack,Home,Kitchen,Prestige,1730.84
390,Football,Sports,Football,Nivia,20057.63
391,Women's Kurti,Fashion,Women,Biba,11706.45
392,Galaxy S24,Electronics,Mobile,Samsung,21758.66
393,Sofa Set,Home,Furniture,Ikea,9253.01
394,Dell Inspiron Laptop,Electronics,Laptop,Dell,29781.13
395,Sony Bravia TV,Electronics,TV,Sony,22760.0
396,iPhone 15,Electronics,Mobile,Apple,19759.92
397,Levis Jeans,Fashion,Men,Levis,47635.01
398,LG Smart TV,Electronics,TV,LG,42049.44
399,Kids Shoes,Fashion,Kids,Nike,31689.92
400,Tennis Racket,Sports,Fitness,Yonex,14953.48
401,iPhone 15,Electronics,Mobile,Apple,299.04
402,Kitchen Rack,Home,Kitchen,Prestige,34922.37
403,Sofa Set,Home,Furniture,Ikea,40176.49
404,LG Smart TV,Electronics,TV,LG,27229.77
405,Cookware Set,Home,Kitchen,Prestige,16533.65
406,Cricket Bat,Sports,Cricket,SS,2429.36
407,Cricket Bat,Sports,Cricket,SS,19401.38
408,Coffee Table,Home,Decor,Ikea,28438.63
409,Kids Shoes,Fashion,Kids,Nike,17130.32
410,Coffee Table,Home,Decor,Ikea,24043.62
411,Cricket Bat,Sports,Cricket,SS,33437.91
412,Dumbbell Set,Sports,Fitness,Decathlon,11878.32
413,Dining Table,Home,Furniture,Ikea,46622.13
414,Galaxy S24,Electronics,Mobile,Samsung,3845.33
415,Kids T-Shirt,Fashion,Kids,Puma,38607.14
416,Adidas Jacket,Fashion,Women,Adidas,34371.25
417,Sony Bravia TV,Electronics,TV,Sony,18623.93
418,Men's Hoodie,Fashion,Men,Nike,5016.72
419,Kids Shoes,Fashion,Kids,Nike,19320.73
420,Cookware Set,Home,Kitchen,Prestige,37028.57
421,Women's Kurti,Fashion,Women,Biba,40932.03
422,Puma T-Shirt,Fashion,Men,Puma,29681.76
423,Wall Decor,Home,Decor,Home Centre,22984.6
424,Football,Sports,Football,Nivia,23592.76
425,Levis Jeans,Fashion,Men,Levis,15474.21
426,Dining Table,Home,Furniture,Ikea,35868.2
427,Puma T-Shirt,Fashion,Men,Puma,27305.74
428,Tennis Racket,Sports,Fitness,Yonex,41763.57
429,Football,Sports,Football,Nivia,40214.55
430,Kids Shoes,Fashion,Kids,Nike,21591.99
431,Dumbbell Set,Sports,Fitness,Decathlon,42512.59
432,iPhone 15,Electronics,Mobile,Apple,4887.92
433,Coffee Table,Home,Decor,Ikea,49298.35
434,Sony Bravia TV,Electronics,TV,Sony,1554.59
435,Cookware Set,Home,Kitchen,Prestige,36838.39
436,Tennis Racket,Sports,Fitness,Yonex,44770.64
437,Women's Kurti,Fashion,Women,Biba,39763.45
438,Cookware Set,Home,Kitchen,Prestige,2257.58
439,Kids Shoes,Fashion,Kids,Nike,23834.49
440,Study Chair,Home,Furniture,Godrej,36928.94
441,Galaxy S24,Electronics,Mobile,Samsung,41059.82
442,Coffee Table,Home,Decor,Ikea,9655.87
443,Dining Table,Home,Furniture,Ikea,8978.57
444,Study Chair,Home,Furniture,Godrej,-31300.08
445,Dumbbell Set,Sports,Fitness,Decathlon,27877.8
446,Study Chair,Home,Furniture,Godrej,13149.33
447,Adidas Jacket,Fashion,Women,Adidas,29057.93
448,Wall Decor,Home,Decor,Home Centre,48493.94
449,Football,Sports,Football,Nivia,35787.83
450,Kids T-Shirt,Fashion,Kids,,26080.21
451,Women's Kurti,Fashion,Women,Biba,38655.33
452,Kitchen Rack,Home,Kitchen,Prestige,29805.05
453,Kitchen Rack,Home,Kitchen,Prestige,32866.51
454,LG Smart TV,Electronics,TV,LG,3644.23
455,Kids T-Shirt,Fashion,Kids,Puma,29109.77
456,Dining Table,Home,Furniture,Ikea,10023.91
457,Tennis Racket,Sports,Fitness,Yonex,34439.9
458,Sony Bravia TV,Electronics,TV,Sony,44746.49
459,Kids Shoes,Fashion,Kids,Nike,10459.7
460,LG Smart TV,Electronics,TV,LG,10018.55
461,Sofa Set,Home,Furniture,Ikea,39714.79
462,Sony Bravia TV,Electronics,TV,Sony,46152.65
463,Men's Hoodie,Fashion,Men,Nike,38784.63
464,Nike Running Shoes,Fashion,Men,Nike,42792.23
465,Cookware Set,Home,Kitchen,Prestige,35206.18
466,Dumbbell Set,Sports,Fitness,Decathlon,6921.47
467,Sony Bravia TV,Electronics,TV,Sony,17166.97
468,Football,Sports,Football,Nivia,1241.73
469,Adidas Jacket,Fashion,Women,Adidas,3360.28
470,Levis Jeans,Fashion,Men,Levis,23214.25
471,Galaxy S24,Electronics,Mobile,Samsung,26029.4
472,Men's Hoodie,Fashion,Men,Nike,43068.55
473,Levis Jeans,Fashion,Men,Levis,19105.03
474,Dell Inspiron Laptop,Electronics,Laptop,Dell,24715.55
475,Levis Jeans,Fashion,Men,Levis,2178.08
476,Cookware Set,Home,Kitchen,Prestige,45922.44
477,Cookware Set,Home,Kitchen,Prestige,15728.04
478,Yoga Mat,Sports,Fitness,Cult,25592.09
479,Kitchen Rack,Home,Kitchen,Prestige,39663.92
480,Football,Sports,Football,Nivia,23531.61
481,LG Smart TV,Electronics,TV,LG,46359.38
482,Men's Hoodie,Fashion,Men,Nike,9139.91
483,Dining Table,Home,Furniture,Ikea,11708.89
484,Yoga Mat,Sports,Fitness,Cult,9347.19
485,Coffee Table,Home,Decor,Ikea,39268.24
486,OnePlus 13,Electronics,Mobile,OnePlus,18340.6
487,Sofa Set,Home,Furniture,Ikea,36916.68
488,Dell Inspiron Laptop,Electronics,Laptop,Dell,13400.67
489,Women's Kurti,Fashion,Women,Biba,49449.94
490,Puma T-Shirt,Fashion,Men,Puma,28121.22
491,Kitchen Rack,Home,Kitchen,Prestige,44487.93
492,Coffee Table,Home,Decor,Ikea,23055.63
493,Galaxy S24,Electronics,Mobile,Samsung,5809.54
494,Coffee Table,Home,Decor,Ikea,49515.23
